Cite Key,Title,Authors,Year,Publication Date,Journal,Abstract,Citation Count,Citations/Year,DOI,URL
Fow26,Implementation of a blood test for Alzheimer's disease in primary care: A pilot study,Nicole R. Fowler; Sutapa Ray; D. Willis; D. Hammers; Anthony J. Perkins; Justine Coppinger; Diana Summanwar; J. Brosch,2026,2026-01-01,Alzheimer's & Dementia: Diagnosis,"Blood biomarker (BBM) tests could improve early detection of Alzheimer's disease (AD), but their acceptability and feasibility in primary care (PC) are unclear.",0,0.0,10.1002/dad2.70267,https://doi.org/10.1002/dad2.70267
Hof26,Usage and positivity rates of Alzheimer's disease biomarkers in a memory clinic,Anna Hofmann; B. Saef; W. J. B. Powell; Madeline Paczynski; M. Ponisio; C. Vila-Castelar; Zachary W. Posey; Inez Y. Oh; M. Hofford; Melissa Aldinger; Randall J. Bateman; Cyrus A. Raji; T. Benzinger; C. Cruchaga; Alan Dow; R. Buckley; Chengjie Xiong; John C Morris; B. J. Snider; Aditi Gupta; S. Schindler,2026,2026-05-01,Alzheimer's & Dementia,"Abstract INTRODUCTION Usage of biomarker tests for Alzheimer's disease pathology and rates of positivity were assessed at the Washington University Memory Diagnostic Center. METHODS Patients who underwent at least one biomarker test for clinical purposes between June 2021 and March 2025 were included (n = 1136). Data were retrospectively extracted from electronic health records. RESULTS The median age was 73.2 years (52% female; 93% White). In total, 455 amyloid positron emission tomography (PET) scans, 505 cerebrospinal fluid tests, and 242 blood tests were performed. The number of biomarker tests increased seven‐fold over the past 4 years. The rate of positivity was ≈70% across modalities. Higher rates of biomarker positivity were associated with older age, female sex, and White race; lower rates were associated with hypertension and diabetes. DISCUSSION Biomarker testing greatly increased following the approval of amyloid‐targeting treatments. The overall rate of biomarker positivity was high and varied by demographic factors and medical comorbidities.",0,0.0,10.1002/alz.71442,https://doi.org/10.1002/alz.71442
Roh26,"Evolving Alzheimer’s Disease Clinical Practice: Updated Diagnostic Criteria, Fluid Biomarkers, and Special Considerations for Anti-Amyloid Therapies",Hyun Woong Roh; Yoonyoung Chang; K. Kim; S. Jeon; Sheng-Min Wang; Eosu Kim; Jae-Nam Bae; Seung-Ho Ryu,2026,2026-02-01,Psychiatry Investigation,"Objective This review overviewed the recent paradigm shifts in the diagnosis and management of Alzheimer’s disease (AD), emphasizing the 2024 Alzheimer’s Association (AA) revised criteria, advances in cerebrospinal fluid (CSF) and blood-based biomarkers (BBMs), and practical considerations for anti-amyloid monoclonal antibody therapy. Methods We conducted a narrative appraisal of consensus frameworks (2018 National Institute on Aging–Alzheimer’s Association [NIA-AA] amyloid, tau, and neurodegeneration [AT(N)] and the 2024 AA criteria), clinical practice guidance from AA released in 2025, regulatory status of CSF and BBMs. Intended-use settings (triage vs. confirmatory) of BBMs and implementation of anti-amyloid anti-body treatments (lecanemab or donanemab) in real-world practice in Korea were also reviewed. Results The 2024 AA criteria define AD biologically and designate A and T as core biomarkers; Core 1 biomarkers can establish AD irrespective of symptoms, whereas Core 2 biomarkers refine staging. A two-cutoff BBM strategy (positive/intermediate/negative) reduces misclassification and guides confirmatory CSF/positron emission tomography (PET) or retesting. BBMs now approach CSF/PET accuracy for amyloid detection, enable triage and, in selected settings, confirmation, and show utility for monitoring treatment response. Integration of clinical stages (1–6) with biological stages (A–D) clarifies syndrome–pathology discordance. Special scenarios—maintenance after induction, APOE ε4 homozygotes, Down syndrome, and serious mental illness—require individualized risk–benefit assessment. In South Korea, constrained access to tau PET and some BBMs necessitates Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, Text Revision–anchored evaluation with selective biomarker testing. Conclusion Biomarker-oriented diagnosis and anti-amyloid therapies are reshaping AD care. Priorities include rigorous validation of BBMs across populations, equitable access to core biomarkers, safety strategies, and real-world evidence to implement maintenance and special-population care pathways.",1,2.4,10.30773/pi.2025.0400,https://doi.org/10.30773/pi.2025.0400
Zen26,Blood-based biomarkers of Alzheimer's disease: potential utility in clinical practice,Xuemei Zeng; Nya Nicholson; Thomas K. Karikari,2026,2026-02-23,Current Opinion in Neurology,"Purpose of review Blood-based biomarkers (BBMs) for Alzheimer's disease are beginning to enter clinical practice. As this integration advances, it is essential to critically examine their strengths, limitations, and readiness for broader clinical application. Recent findings Evidence increasingly supports the utility of BBMs for clinical management of Alzheimer's disease, with phosphorylated tau species, Aβ42/40 ratio, GFAP, and NfL among the most studied. Plasma p-tau forms have emerged as the most promising markers, showing strong correlations with amyloid plaque deposition and predictive value for disease progression. The WHO and the Global CEO Initiative have outlined minimum performance criteria for clinical use. While no BBM meets these benchmarks with a single cutpoint, adopting a two-cutpoint approach by introducing an intermediate category has enabled some assays to achieve the required accuracy. Several assays are now commercially available, and two have recently received FDA clearance to assist in confirming or ruling out amyloid-beta pathology. Summary BBMs could transform Alzheimer's disease diagnostics by enabling scalable, minimally invasive approaches for early detection and monitoring. As implementation advances, assay harmonization, assessment of demographic and physiological influences, and real-world validation across diverse populations remain essential to ensure reliability and equitable access.",0,0.0,10.1097/WCO.0000000000001475,https://doi.org/10.1097/WCO.0000000000001475
Pah25,Blood‐based biomarkers for detecting Alzheimer's disease pathology in cognitively impaired individuals within specialized care settings: A systematic review and meta‐analysis,S. Pahlke; Lara A. Kahale; Simin Mahinrad; B. Sousa-Pinto; R. Vieira; Mary Beth McAteer; Thomas Claessen; José Contador; Anna Hofmann; Lindsey A Kuchenbecker; L. S. Machado; Noelle Warmenhoven; Yara Yakoub; S. Palmqvist; S. Schindler; C. Teunissen; Heather E. Whitson; H. Zetterberg; R. Edelmayer; M. Tampi,2025,2025-11-01,Alzheimer's & Dementia,"This systematic review and meta‐analysis aimed to assess the diagnostic test accuracy of blood‐based biomarkers (BBMs) for detecting Alzheimer's disease (AD) pathology in cognitively impaired individuals in specialized care settings. The overarching goal is to inform the development of a clinical practice guideline, led by the Alzheimer's Association, for use in clinical practice.",9,13.3,10.1002/alz.70828,https://doi.org/10.1002/alz.70828
Alg25,False positive plasma p‐tau217 results associated with heterophilic antibody interference: A potential clinical pitfall,A. Algeciras-Schimnich; J. Theobald; D. Figdore; Susan Ashrafzadeh Kian; Joshua Bornhorst,2025,2025-12-01,Alzheimer's & Dementia,"Plasma phosphorylated tau at threonine 217 (p‐tau217) has emerged as one of the most promising blood‐based biomarkers for Alzheimer's disease (AD). While rare, heterophilic antibodies (HAb) are a persistent potential confounding factor in immunoassays.",0,0.0,10.1002/alz.71045,https://doi.org/10.1002/alz.71045
Per25,How can Alzheimer's disease blood‐based biomarkers reach clinical practice?,R. Perneczky; Frances-Catherine Quevenco; J. Hendrix; S. Epelbaum; C. Teunissen; W. M. van der Flier; M. Suárez-Calvet; Jiong Shi; M. M. Mielke; T. Iwatsubo; S. Palmqvist; O. Hansson,2025,2025-10-01,"Alzheimer's & Dementia : Diagnosis, Assessment & Disease Monitoring","Alzheimer's disease (AD) diagnosis has been based largely on clinical symptoms, despite their limited sensitivity and specificity. Biomarker use was proposed to support a more accurate and timely diagnosis. However, neuroimaging or cerebrospinal fluid (CSF) is rarely used in primary care due to their perceived invasiveness, cost, and need for appropriate infrastructure. Blood‐based biomarkers (BBMs) could represent an economical, minimally invasive alternative, but barriers exist to a seamless translation to the clinic.",2,2.6,10.1002/dad2.70207,https://doi.org/10.1002/dad2.70207
Ath25,The Biomarker Profile of Alzheimer’s Disease for Disease-Modifying Treatment Eligibility: Questions and Debates,Athanasia Athanasaki; Ioanna Tsantzali; Aikaterini Theodorou; Amalia Michalopoulou; Vasileios Constantinides; Fotini Boufidou; John S Tzartos; Panagiota-Eleni Tsalouchidou; C. Zompola; Sotirios G. Paraskevas; A. Bonakis; S. Giannopoulos; G. Tsivgoulis; E. Kapaki; G. Paraskevas,2025,2025-09-29,International Journal of Molecular Sciences,"Alzheimer’s disease (AD) is the most common cause of cognitive decline; currently, anti-amyloid monoclonal antibodies are available for clinical use as disease-modifying treatments, while many other substances are being tested in clinical trials. Molecular biomarkers for AD have been studied for more than two decades, and various guidelines and diagnostic recommendations have been published. However, there are still questions and controversies about the biomarker profile needed to confirm AD and the eligibility for such established treatments and clinical trials. Is amyloid positivity sufficient for eligibility, or is a biomarker for tau biochemistry/pathology also needed? What is the role of hybrid ratios combining amyloid and tau? Should we rely on plasma biomarkers alone? This review aimed to describe and discuss such questions and controversies.",1,1.3,10.3390/ijms26199531,https://doi.org/10.3390/ijms26199531
Reu26,Rational Use of Blood-Based Biomarkers for Alzheimer's Disease: Navigating Between the Hope and the Hype.,David B Reuben; Allison B Chambliss; B. Katz; Alejandra Sánchez López; Jason D. Hinman,2026,2026-03-19,Journal of the American Geriatrics Society,"With better understanding of the pathologic processes of Alzheimer's disease, diagnostic methods have been developed to focus on specific biomarkers of disease detectable on brain imaging, cerebral spinal fluid, and, more recently, plasma. Although these tests do not establish a diagnosis of dementia, which requires a clinical evaluation, they can more precisely identify whether Alzheimer's disease is a contributing cause. The recent FDA approval of two blood-based biomarkers and the availability of others, including direct-to-consumer tests, has led to the potential for widespread use in primary and specialty care. However, the currently available blood-based biomarkers are more highly correlated with amyloid brain PET scans, which are less specific for symptomatic Alzheimer's disease, than with p-tau brain PET scans, which are strongly associated with changes in cognition. The value of a positive or negative blood-based biomarker depends on the test characteristics (e.g., sensitivity and specificity) of the specific test as well as the prevalence of the disease in the population. Clinicians ordering blood-based biomarkers must decide their value in the care of individual patients and be prepared to interpret the test results to their patients.",0,0.0,10.1111/jgs.70384,https://doi.org/10.1111/jgs.70384
Whi26,Blood-Based Biomarkers for Alzheimer Disease,Heather E. Whitson; N. R. Fowler; M. M. Mielke,2026,2026-01-22,JAMA,"'
 This Viewpoint discusses areas of potential harm and actions needed to mitigate risk so that the use of blood-based biomarkers for Alzheimer disease can achieve the intended goal of improving care for all.
",0,0.0,10.1001/jama.2025.26049,https://doi.org/10.1001/jama.2025.26049
Haz26,What Does a Positive Alzheimer Disease Blood-Based Biomarker Result Mean in People With Mild Cognitive Impairment?,Jemma Hazan; Kathy Y. Liu; Jeremy D. Isaacs; Nick C. Fox; Robert Howard,2026,2026-05-04,Neurology,"Blood-based biomarkers (BBMs) for Alzheimer disease (AD) offer widely expanded access to biomarker-informed diagnoses in community settings that have previously lacked such resources. However, integrating them into current clinical diagnostic practice presents challenges, particularly in the diagnosis of mild cognitive impairment (MCI). Limited data are available to guide clinicians on when to test, how to counsel patients with MCI and a positive AD BBM result about their risk of dementia progression, or which evidence-based dementia prevention strategies or treatments to recommend. This Perspective article outlines the key challenges faced by clinicians and patients when addressing a diagnosis of “MCI due to AD” and offers suggestions for appropriate pretest counseling and future research directions to address current knowledge gaps.",0,0.0,10.1212/WNL.0000000000214953,https://doi.org/10.1212/WNL.0000000000214953
Gri25,Blood Tests for Alzheimer Disease-What to Do With the Holy Grail.,Joshua D. Grill,2025,2025-12-01,JAMA neurology,,1,1.7,10.1001/jamaneurol.2025.4726,https://doi.org/10.1001/jamaneurol.2025.4726
Sua26,Blood biomarkers for Alzheimer's disease: from detection to decisions.,M. Suárez‐Calvet; Gemma Salvadó; Beatriu Bilbeny de Fortuny; M. del Campo,2026,2026-05-01,Lancet,,0,0.0,10.1016/s0140-6736(26)00909-8,https://doi.org/10.1016/s0140-6736(26)00909-8
Dur26,Contextualizing Blood‐Based Biomarkers for Dementia Globally,Claudia Duran-Aniotz; Matías Pizarro; Joaquín Migeot; Salomón Salazar-Londoño; Hernando Santamaría-García; S. O'Bryant; Agustín Ibáñez,2026,2026-04-01,Journal of Neurochemistry,"Blood‐based biomarkers (BBMs) are transforming the diagnostic landscape of Alzheimer's disease by enabling scalable, less invasive, and potentially earlier biological characterization. However, most evidence supporting their performance, interpretation, and clinical integration derives from highly selected cohorts in high‐income settings, raising concerns about external validity, threshold transportability, and equitable implementation across diverse populations. In this Opinion, we argue that advancing BBMs from analytical validity to real‐world use requires a shift from biomarker‐centric accuracy toward context‐aware interpretation frameworks that explicitly account for social, environmental, and health system determinants. Using the amyloid, tau, and neurodegeneration (AT(N)) system as a conceptual anchor, we discuss how BBMs should be positioned according to clearly defined contexts of use, including triage, diagnostic support, prognosis, and clinical trial readiness, rather than treated as universal diagnostic substitutes. We examine how social determinants of health, life‐course exposures, and the cumulative exposome interact with comorbidity burden, systemic physiological stress, and health system readiness to shape biomarker distributions, trajectories, and clinical meaning. Evidence from Latin America and other underrepresented settings illustrates how cardiometabolic, vascular, and inflammatory load can modify baseline biomarker levels, challenging the uncritical transfer of cutoffs, reference ranges, and predictive models developed in high‐income settings. We conclude that BBMs hold substantial potential to expand access to biological characterization of Alzheimer's disease, but their responsible adoption depends on aligning biological signals with clinical context, social and environmental conditions, and system capacity. Without this alignment, large‐scale deployment risks misclassification, inequitable access to care, biased trial enrollment, and distorted estimates of disease burden.",0,0.0,10.1111/jnc.70443,https://doi.org/10.1111/jnc.70443
Gup26,The role of blood-based biomarkers in managing the epidemic of Alzheimer’s disease in India,Rishab Gupta,2026,2026-01-07,Future Health,"Despite being the most common cause of dementia in the world, Alzheimer’s disease (AD) commonly remains underdiagnosed. The burden of AD is felt the most by the developing world and has been rising steadily with the increase in population longevity and increasing incidence of metabolic and vascular risk factors. Several advances have been made in understanding the neurobiological underpinnings of AD. AD is now diagnosed based on its biology, utilizing specific biomarkers as opposed to following the clinical approach, which is less precise. However, the currently used biomarkers (cerebrospinal fluid (CSF) biomarkers and Amyloid positron emission tomography (PET) scan findings) pose a huge challenge in terms of their global adoption because of their low affordability, poor accessibility, and perceived invasiveness. This challenge serves as a major roadblock in the timely and accurate diagnosis of AD, its prognostication, and in terms of pursuing newer targeted therapeutic approaches, which slow down the disease trajectory to some extent. As a result, blood-based biomarkers (BBMs) of AD are being developed. These have an immense potential to transform the landscape of AD diagnosis, treatment, prognostication, and research. Low- and middle-income countries like India should reflect on the role of BBMs of AD and consider ways to either develop them indigenously or adopt them in their healthcare systems to manage the worsening epidemic of AD. This paper discusses the opportunities and challenges faced by India in the context of utilizing BBMs of AD.",0,0.0,10.25259/fh_77_2025,https://doi.org/10.25259/fh_77_2025
Xia26,A prospective real‐world study of the efficacy and safety of aducanumab in China: Focus on early‐onset and autosomal dominant Alzheimer's disease,Jinwen Xiao; Binyin Li; Biao Li; Jintao Wang; Ran Tang; Chao Gao; Xiangqian Che; Xiaomeng Xu; Shengdi Chen; Rujing Ren; Gang Wang,2026,2026-04-01,"Alzheimer's & Dementia : Diagnosis, Assessment & Disease Monitoring","Abstract INTRODUCTION Aducanumab is the first anti‐amyloid therapy used for Alzheimer's disease (AD) in China. METHODS This 12‐month, single‐center, real‐world study enrolled 12 participants with early AD receiving aducanumab 10 mg/kg every 4 weeks (ChiCTR2200066153). The primary outcomes were changes in Clinical Dementia Rating‐Sum of Boxes (CDR‐SB) scores at 12 months. Secondary outcomes included amyloid clearance, brain structure measures, and biomarker assessments. RESULTS No amyloid‐related imaging abnormalities occurred. The mean CDR‐SB score increased by 0.88 at 12 months, with cortical and hippocampal atrophy, enlarged choroid plexus, and ventricular volumes. Two autosomal dominant AD patients exhibited transient amyloid burden elevation at 6 months and subsequent reduction at 12 months, alongside increased serum glial fibrillary acidic protein (GFAP) levels. In the remaining 10 patients, the mean amyloid clearance reached −34.93 Centiloids, alongside decreased serum GFAP levels. DISCUSSION Aducanumab showed good tolerability and favorable biological outcomes, with different responses in autosomal dominant mutation carriers.",0,0.0,10.1002/dad2.70328,https://doi.org/10.1002/dad2.70328
Nai26,Blood-based biomarkers and the current landscape of Alzheimer's disease diagnosis: ethical considerations and practical guidance.,Savana M Naini; William G Mantyh; Eric J Waldron; David J. Satin; Michael R. Basso; McKenna Garland; S. McManimen; D. Whiteside,2026,2026-05-30,Journal of clinical and experimental neuropsychology,"Recent advances in biomarker testing for Alzheimer's disease (AD), most notably the introduction of blood-based biomarkers (BBMs), have prompted a revision in diagnostic criteria for AD. In comparison to other established neurodiagnostic testing (i.e. amyloid positron emission tomography [PET] and cerebral spinal fluid [CSF] assays), AD BBMs offer a scalable, low-cost, and accessible method to aid in the diagnosis of AD which, in turn, may offer more expedient intervention. Despite this headway in AD diagnosis, several concerns about the clinical implementation of BBMs remain--and specifically, who should be receiving them. Palmqvist et al. (2025) recently published clinical practice guidelines to clarify the use of BBMs in specialty care settings; however, there remains variability in the administration and interpretation of test results to patients. As BBMs expand, it is critical that clinicans do not overlook the consideration of alternative causes of cognitive decline, which can lead to misdiagnosis of AD. This article expands on current clinical guidelines for biomarker testing, discussing ethical and practical considerations of AD BBMs, and offering a shared decision-making (SDM) framework to encourage patient-centered care when considering appropriateness of BBMs in specialty care settings. The framework includes 1) patient education, 2) clarifying patient values, and 3) offering clinical guidance. Future directions of AD BBMs and health disparities are also discussed.",0,0.0,10.1080/13803395.2026.2681010,https://doi.org/10.1080/13803395.2026.2681010
Med26,From clinical judgment to biology: a clinician's opinion on the use of blood-based biomarkers in Alzheimer's disease,Raúl Medina-Rioja; Aranza Llorente-Vidrio; R. Ruiz-García; M. Rodríguez-Violante,2026,2026-04-08,Frontiers in Neurology,,0,0.0,10.3389/fneur.2026.1804163,https://doi.org/10.3389/fneur.2026.1804163
Wan25,Alzheimer’s disease diagnosis among dementia patients via blood biomarker measurement based on the AT(N) system,Tianyi Wang; Li Shang; C. Mao; Longze Sha; Liling Dong; Caiyan Liu; D. Lei; Jie Li; Jie Wang; Xinying Huang; Shanshan Chu; Wei Jin; Zhaohui Zhu; Huimin Sui; Bo Hou; Feng Feng; Bin Peng; Liying Cui; Jianyong Wang; Qi Xu; Jing Gao,2025,2025-03-03,Chinese Medical Journal,,0,0.0,10.1097/CM9.0000000000003496,https://doi.org/10.1097/CM9.0000000000003496
Can25,Plasma biomarkers move at different rates across the Alzheimer's disease continuum,Rodrigo Cánovas; Christopher J. Fowler; Azadeh Feizpour; V. Doré; P. Bourgeat; Z. S. Saad; G. Triana-Baltzer; H. Kolb; Gwendlyn Kollmorgen; Clara Quijano Rubio; J. Fripp; Simon M. Laws; A. Bannon; K. Blennow; Henrik Zetterberg; S. Rainey-Smith; C. Rowe; C. Masters; J. Doecke,2025,2025-12-01,Alzheimer's & Dementia,"Abstract Background Alzheimer's disease (AD) is a complex and multifactorial disease, defined by accumulation of Amyloid‐Beta (Aβ) and tau, and ultimately cognitive decline leading to dementia. Plasma biomarkers offer an efficient and non‐invasive method to detect either Aβ or tau pathology but have demonstrated substantially different accuracy. Assessment of how these plasma biomarkers change along the disease continuum (Aβ and tau) are needed. Method In the current study, we investigated 15 high performing plasma biomarkers (pTau217: Lumipulse, ALZpath, Elecsys@ NeuroToolKit [Roche Diagnostics International Ltd, Rotkreuz, Switzerland], Janssen; pTau181: Simoa, Elecsys, UGOT; pTau231: UGOT; Aβ42/40: Lumipulse, Elecsys@; GFAP: Simoa, Elecsys@, NFL: Simoa, Elecsys, BD‐Tau: Simoa, Elecsys) against PET‐Aβ Centiloid (CL) and meta‐temporal CenTauR (CTR) across the AD continuum. Samples from the Australian Imaging, Biomarkers and Lifestyle (AIBL) study of ageing were selected if they had both plasma and PET imaging for Aβ and tau (N = 272). Generalised additive models from biomarker Z‐scores vs CL and CTR were computed, and receiver operating characteristic (ROC) analyses were performed to calculate area under the curve along with sensitivity, specificity, positive predictive value, negative predictive value and accuracy for both PET‐Aβ and PET‐tau positivity (CL>20 & CTR>24). Result Against both Centiloid and CenTauR, pTau217 had the largest increases over the disease continuum, with the Z‐scores rising above the other biomarkers by 50CL for Aβ, and by 20 CTR for tau. From the point at which Aβ became positive to when tau became positive, pTau217 rose between 12% and 21%, whilst for all other markers rises of between 1% and 8% were seen. Highest correlations between biomarkers with CL and CTR were seen for pTau217 and optimal AUC values for CL and CTR reached approximate 0.95 and 0.91. Conclusion The findings from this research confirm that pTau217 is the strongest biomarker to predict either Aβ or tau across all the four assays analyzed. Unlike other plasma biomarkers which rise with increasing Amyloid burden and stay elevated, plasma pTau217 rises with increasing Amyloid, and then again with increasing Tau burden, indicating a dual response to different AD pathologies.",0,0.0,10.1002/alz70856_106046,https://doi.org/10.1002/alz70856_106046
Bru25,Plasma p‐tau changes across the clinical spectrum of Alzheimer's disease: a systematic review and meta‐analysis,W. Brum; J. Therriault; A. Macedo; Lydia Trudel; Fernando Bittemcourt; Martin Nakouzi; I. Pola; Matthew Wong; P. Kac; Ana Paula Bernardes Real; Chloë Witherow; Thomas K. Karikari; Alexis Moscoso; Michael Schöll; A. Benedet; T. Pascoal; N. Ashton; E. Zimmer; Henrik Zetterberg; K. Blennow; P. Rosa-Neto,2025,2025-12-01,Alzheimer's & Dementia,"Abstract Background Alzheimer's disease (AD) plasma biomarkers have transformed the field due to their scalability and minimal invasiveness, especially when evidence of AD biomarker abnormality is required for novel anti‐amyloid immunotherapies. Among plasma biomarker candidates, phosphorylated tau (p‐tau) variants show most promise for clinical application. While establishing cutoffs is crucial for implementation, understanding continuous‐level changes is critical for accurate interpretation in research and clinical settings. Given the variety of p‐tau biomarkers and emerging assays, robust estimates of continuous‐level plasma p‐tau changes across the clinical spectrum of AD are needed. Method We screened databases for studies (01‐Jul‐1984 to 09‐Dec‐2024) reporting plasma p‐tau concentrations alongside Aβ‐PET, CSF biomarkers, or neuropathology. Plasma p‐tau fold‐changes across the AD clinical spectrum were assessed in two analyses: i) from CU Aβ‐ to CU Aβ+, MCI Aβ+, and Aβ+ dementia and (ii) CI Aβ‐positive vs. CI Aβ‐negative. Random‐effects models using the ratio of means method estimated fold‐change effect sizes. This PRISMA‐compliant study was pre‐registered (PROSPERO‐ID: CRD42023422143). Result Of 2112 titles screened, 71 studies were included in this preliminary analysis. Plasma p‐tau217 showed a stepwise increase across the AD clinical spectrum, increasing 2.17‐fold (95%CI 1.98–2.37) in CU Aβ‐positive (n = 1451), 3.16‐fold (95%CI 2.84–3.52) in MCI Aβ‐positive (n = 1185), and 4.95‐fold (95%CI 4.18–5.87) in Aβ‐positive dementia (n = 925) compared with CU Aβ‐negative (n = 3973) (Figure 1). When comparing Aβ‐positive CI vs. Aβ‐negative CI individuals, p‐tau217 increased nearly twice as much (3.58‐fold, 95%CI 3.25–3.93; n = 5995) compared to p‐tau181 (1.71‐fold, 95%CI 1.61–1.82; n = 8342) and p‐tau231 (1.71‐fold, 95%CI 1.53–1.90; n = 1019) (Figure 2), and similar to p‐tau217/np‐tau217 (%p‐tau217: 3.59‐fold, 95%CI 2.74‐4.71; n = 1019). Effect size summaries for each p‐tau variant across analyses are shown in Figure 3. Sensitivity analyses preserving only the median‐performing assay in head‐to‐head studies led to similar results. Conclusion P ‐tau217 is the plasma biomarker with the largest dynamic range across the entire clinical AD spectrum, with its large AD‐related effect sizes in symptomatic patients making it a robust candidate for clinical implementation. Results do not demonstrate any consistent superiority of %p‐tau217 over p‐tau217, but few studies used the ratio. Data extraction is ongoing until March/2025. A paired diagnostic accuracy meta‐analysis was also submitted.",0,0.0,10.1002/alz70856_106492,https://doi.org/10.1002/alz70856_106492
Cor25,Diagnostic accuracy of plasma p-tau217 and Aβ42/40 ratio across the Alzheimer’s disease continuum,A. Corin; Carolina Braga Moura; Lidia Cheidde; Bruna Nascimento Giffoni; Anderson Matheus Pereira da Silva; H. N. Feitosa Filho; V. A. Ohannesian; Luciano Falcão; Diogo Haddad Santos,2025,,Dementia &amp; Neuropsychologia,"Introduction: Alzheimer's disease and Mild Cognitive Impairment are characterized by cognitive decline. Early diagnosis is crucial, and blood-based biomarkers offer a promising alternative. Methods: We searched MEDLINE (via PubMed), Embase, Web of Science, and Cochrane Library up to March 2025, following Preferred Reporting Items for Systematic Reviews and Meta-Analysis for diagnostic test accuracy (PRISMA-DTA) 2018 protocol. We included studies evaluating the diagnostic accuracy of plasma p-tau217 and Aβ42/40 for Alzheimer’s disease, using CSF or amyloid PET as comparison. Risk of bias was assessed using QUADAS-2. Statistical analysis was performed in STATA 14.2 using metandi and midas. Results: The diagnostic odds ratio was 52, and the area under the summary receiver operating characteristic (ROC) curve was 0.94, suggesting strong overall diagnostic performance. Considerable heterogeneity was observed, with an inconsistency index (I²) of 98 percent. Sensitivity and specificity estimates varied between studies, and a strong threshold effect was identified, indicating that differences in diagnostic thresholds likely contributed to the observed variation. Conclusion: Plasma p-tau217 and Aβ42/40 ratio demonstrate strong potential for improving early diagnosis. These biomarkers could significantly impact timely interventions and help slow disease progression.",0,0.0,10.5327/rpda25034,https://doi.org/10.5327/rpda25034
Arr25,Prospective evaluation of plasma pTau217 stability and diagnostic accuracy for the detection of Alzheimer's disease in a memory clinic,J. Arranz; Rosa Ferrer; Nuole Zhu; S. Rubio-Guerra; Í. Rodríguez-Baz; J. Arriola‐Infante; Lucía Maure-Blesa; Jesús Garcia Castro; M. Carmona‐Iragui; I. Barroeta; I. Illán-Gala; M. Santos‐Santos; J. Fortea; A. Lleó; M. Tondo; D. Alcolea,2025,2025-12-01,Alzheimer's & Dementia,"Abstract Background Knowledge on the effect of analytical variability and storage conditions are essential for the successful implementation of plasma pTau217 in prospective settings. The aim of this study is to investigate the diagnostic performance of plasma pTau217, measured with LUMIPULSE, for detecting Alzheimer's disease in a prospective memory clinic setting, along with evaluating its pre‐analytical and analytical stability. Method We prospectively measured pTau217 using the LUMIPULSE automated platform in consecutive patient samples collected between May and November 2024 at the Sant Pau Memory Unit (Barcelona). A subset of participants underwent lumbar puncture for CSF AD biomarkers. We compared biomarker concentrations under different short‐term storage conditions (4°C vs ‐20°C) and assessed lot‐to‐lot variability. In the subset with available CSF biomarkers, logistic regression was used to evaluate the association between plasma pTau217 and the likelihood of a positive (A+) or a negative (A‐) CSF amyloid status. Using ROC analysis, in this prospective cohort we evaluated the accuracy of previously established thresholds derived from historical samples. Result We included 280 participants, divided into two groups: those with CSF data (n = 109) and those without CSF data (n = 171). Among the subset with CSF, 48% were A+, with a plasma pTau217 fold‐change of 4.5x compared to A‐. We found no differences in plasma pTau217 concentrations between both short‐term storage conditions. The overall coefficients of analytical variation ranged from 1.8% to 3.2%. Following a two‐threshold approach, the need of confirmatory tests (grey zones) after measuring plasma pTau217 ranged between 45.9% using our previously reported strict cutoffs (overall accuracy 96.6%) and 18.3% using our previously reported lenient cutoffs (overall accuracy 92.1%). Conclusion The robust stability and low lot‐to‐lot variability of plasma pTau217 measurement in an automated plaftorm result in high diagnostic performance of this biomarker in the prospective evaluation of patients in a memory clinic setting. These findings support its implementation into clinical routine, offering clinicians an accessible biomarker for AD diagnosis.",0,0.0,10.1002/alz70856_105569,https://doi.org/10.1002/alz70856_105569
